entry_test_price;prediction;test_price
3951.9;3885.89990234375;3957.9
3910.4;3848.139892578125;3913.08
3892.3;3911.820068359375;3883.0
3817.4;3830.320068359375;3828.4
3865.9;3856.199951171875;3866.1
3869.9;3869.830078125;3963.1
3944.3;3963.110107421875;3936.0
3999.8;4006.669921875;4000.0
4014.4;4035.300048828125;3996.1
3973.0;3969.2900390625;3983.6
3910.01;3900.800048828125;3922.1
3936.5;3940.2900390625;3914.3
3915.3;3885.179931640625;3966.8
3979.3;4021.580078125;3958.6
3957.8;3949.110107421875;3958.9
3912.5;3916.699951171875;3919.0
3926.0;3926.260009765625;3933.0
4153.8;4198.1298828125;4168.4
4170.3;4150.64013671875;4102.5
4136.7;4109.5;4143.3
4091.4;4090.530029296875;4094.9
4159.0;4157.56982421875;4153.1
4098.7;4089.06005859375;4152.53
4138.0;4151.7099609375;4135.0
4081.0;4063.219970703125;4080.0
3929.1;4075.9599609375;3896.0
3721.4;3763.909912109375;3714.7
3709.8;3694.280029296875;3716.3
3729.1;3738.81005859375;3710.5
3695.2;3722.3798828125;3714.8
3693.8;3700.8798828125;3696.53
3713.0;3709.639892578125;3714.4
3706.2;3698.1201171875;3699.5
3685.9;3689.9599609375;3692.04
3599.2;3564.35009765625;3600.4
3619.0;3636.81005859375;3609.6
3751.3;3786.699951171875;3751.1
3738.6;3736.39990234375;3747.4
3726.0;3730.949951171875;3725.6
3664.7;3645.320068359375;3670.3
3714.6;3713.81005859375;3698.0
3663.81;3660.280029296875;3673.6
3660.7;3657.60009765625;3653.4
3697.8;3689.159912109375;3690.98
3694.2;3715.39990234375;3698.0
3671.8;3663.830078125;3698.6
3679.2;3679.6201171875;3690.8
3825.6;3778.050048828125;3808.9
3780.0;3787.889892578125;3777.8
3766.8;3761.610107421875;3766.2
3585.8;3579.18994140625;3577.7
3591.4;3585.010009765625;3583.5
3589.57;3582.6201171875;3593.23
3574.41;3584.830078125;3580.9
3580.93;3571.469970703125;3568.4
3657.8;3670.6298828125;3647.9
3639.0;3644.239990234375;3641.5
3640.0;3654.239990234375;3620.91
3623.0;3610.199951171875;3606.56
3607.2;3601.590087890625;3631.53
3649.5;3657.580078125;3646.3
3634.0;3638.7900390625;3632.94
3617.2;3611.3701171875;3619.9
3643.9;3634.47998046875;3642.9
3658.98;3681.18994140625;3655.0
3645.4;3622.60009765625;3631.2
3629.6;3628.1298828125;3604.95
3611.3;3611.0400390625;3620.23
3527.6;3539.219970703125;3491.5
3491.8;3471.610107421875;3488.9
3505.3;3508.110107421875;3492.1
3454.9;3444.0400390625;3450.0
3484.3;3491.18994140625;3483.2
3498.1;3498.580078125;3498.1
3530.2;3535.800048828125;3534.5
3552.2;3553.280029296875;3548.78
3500.1;3502.25;3507.0
3510.5;3506.909912109375;3503.8
3490.1;3482.070068359375;3485.8
3535.0;3534.1201171875;3541.8
3528.3;3535.97998046875;3519.4
3517.21;3517.35009765625;3509.9
3552.1;3546.52001953125;3542.0
3513.2;3509.919921875;3510.1
3489.4;3491.800048828125;3475.8
3499.5;3505.719970703125;3498.9
3494.11;3500.419921875;3494.0
3489.5;3488.7099609375;3494.8
3502.94;3500.159912109375;3505.2
3507.4;3511.080078125;3513.0
3449.1;3440.14990234375;3448.71
3444.8;3434.5400390625;3439.23
3451.7;3453.010009765625;3452.9
3451.2;3455.489990234375;3448.8
3437.57;3439.260009765625;3440.0
3491.7;3483.580078125;3491.04
3726.0;3735.610107421875;3693.5
3708.8;3728.3798828125;3719.4
3699.3;3710.72998046875;3696.9
3710.0;3711.419921875;3707.4
3683.6;3685.669921875;3686.11
3718.7;3698.639892578125;3747.7
3687.6;3688.1201171875;3689.0
3692.7;3684.43994140625;3698.3
3677.1;3671.469970703125;3676.7
3681.6;3683.030029296875;3676.0
3702.7;3690.389892578125;3701.9
3681.9;3686.110107421875;3666.8
3655.1;3658.85009765625;3658.2
3675.0;3672.300048828125;3664.0
3666.28;3664.5;3670.4
3666.0;3664.85009765625;3677.71
3680.6;3679.719970703125;3685.0
3663.9;3662.43994140625;3670.1
3695.9;3697.159912109375;3695.7
3694.1;3697.489990234375;3702.6
3706.5;3697.0;3706.1
3683.9;3683.199951171875;3678.48
3776.3;3738.27001953125;3756.5
3800.1;3826.080078125;3821.0
3966.9;3972.43994140625;3961.9
3981.4;3983.429931640625;3992.95
4039.2;4030.110107421875;4038.6
4004.0;3977.570068359375;4002.1
4054.1;4050.8798828125;4021.0
4034.6;4026.179931640625;4055.0
4022.8;4019.800048828125;3994.6
3989.1;3987.219970703125;3996.3
4025.6;4036.280029296875;4023.0
4057.2;4045.070068359375;4043.9
4052.1;4067.56005859375;4063.67
4049.6;4034.830078125;4044.7
4246.9;4229.740234375;4213.6
4255.0;4278.830078125;4253.8
3856.1;3828.929931640625;3861.9
3877.6;3842.239990234375;3879.2
3891.5;3905.169921875;3887.0
3930.0;3941.1201171875;3921.8
3894.2;3888.419921875;3896.6
3899.1;3898.72998046875;3906.0
3903.0;3905.159912109375;3914.1
3919.5;3926.9599609375;3908.5
3905.1;3899.330078125;3914.33
3925.5;3936.0;3935.07
3903.3;3905.820068359375;3906.0
3906.53;3897.10009765625;3918.0
3935.5;3933.570068359375;3942.6
3922.75;3921.659912109375;3922.86
3911.3;3905.139892578125;3912.6
3911.7;3911.8701171875;3913.1
3905.0;3912.699951171875;3912.85
3888.8;3887.929931640625;3890.4
3844.6;3871.02001953125;3819.2
3799.4;3778.7099609375;3797.6
3801.4;3808.0;3794.2
3821.9;3821.2900390625;3823.0
3934.7;3982.159912109375;3937.7
3936.2;3912.929931640625;3934.6
3955.0;3958.780029296875;3948.7
3962.1;3965.909912109375;3975.1
3963.06;3956.260009765625;3962.59
3969.5;3976.93994140625;3964.7
3968.1;3967.77001953125;3971.6
3998.0;4001.31005859375;4012.6
